Timestamp,Position,Load
0.0017,173,120
0.0086,173,90
0.0151,173,75
0.0218,173,0
0.0286,173,0
0.0355,173,0
0.0425,173,90
0.0494,173,120
0.0562,173,135
0.063,173,165
0.0697,172,180
0.0765,170,165
0.0833,168,150
0.0901,165,105
0.0969,162,90
0.1036,161,105
0.1104,160,135
0.1172,158,135
0.1239,157,135
0.1307,156,150
0.1375,153,135
0.1445,150,120
0.1512,149,105
0.1581,147,105
0.1648,146,135
0.1717,145,135
0.1785,145,165
0.1853,145,210
0.1922,145,225
0.199,145,255
0.2057,145,285
0.2125,145,315
0.2193,145,330
0.2261,145,360
0.2329,145,390
0.2396,145,405
0.2464,145,435
0.2533,145,465
0.2601,145,480
0.2669,144,495
0.2736,144,525
0.2805,144,555
0.2873,144,570
0.2942,144,600
0.3009,144,630
0.3076,144,645
0.3144,144,675
0.3213,143,690
0.3281,143,705
0.3347,143,735
0.3417,143,765
0.3485,142,780
0.3553,142,795
0.3622,142,825
0.3689,142,855
0.3757,142,870
0.3826,142,900
0.3896,142,930
0.3966,142,960
0.4034,142,975
0.4102,142,1000
0.4171,142,1000
0.4241,141,1000
0.431,141,1000
0.4377,141,1000
0.4445,141,1000
0.4514,141,1000
0.4582,141,1000
0.465,141,1000
0.4718,141,1000
0.4786,141,1000
0.4854,141,1000
0.4922,141,1000
0.499,141,1000
0.5057,141,1000
0.5126,141,1000
0.5195,141,1000
0.5265,141,1000
0.5334,141,1000
0.5401,141,1000
0.547,141,1000
0.554,141,1000
0.5611,141,1000
0.5681,141,1000
0.5749,141,1000
0.5818,141,1000
