Timestamp,Position,Load
0.0029,138,0
0.0097,138,45
0.0166,138,105
0.0234,138,135
0.03,138,150
0.0366,138,180
0.0434,138,210
0.0501,138,225
0.0568,137,240
0.0635,136,255
0.0702,136,270
0.0768,136,300
0.0834,136,330
0.0901,135,330
0.0968,135,360
0.1034,135,390
0.1101,135,405
0.1168,134,420
0.1235,134,450
0.1302,134,465
0.1371,134,495
0.1441,134,525
0.1508,133,540
0.1573,133,555
0.1639,132,570
0.1706,132,585
0.1773,131,600
0.1838,130,615
0.1905,129,615
0.1973,126,585
0.2039,124,570
0.2109,123,600
0.2175,123,615
0.2241,121,615
0.2309,118,585
0.2376,116,570
0.2441,114,570
0.2506,113,570
0.2573,108,495
0.2639,106,525
0.2709,103,495
0.2777,100,450
0.2847,96,420
0.2916,93,420
0.2985,92,435
0.3058,89,420
0.313,85,375
0.3199,81,345
0.3273,80,345
0.3342,78,360
0.341,75,345
0.3477,68,240
0.3543,67,240
0.3609,65,270
0.368,61,225
0.3747,60,225
0.3814,58,255
0.388,57,270
0.3947,56,270
0.4013,54,270
0.408,52,270
0.4146,51,255
0.4212,48,195
0.4277,47,180
0.4344,46,180
0.4413,45,165
0.4479,45,180
0.4545,44,165
0.4612,44,165
0.4678,43,150
0.4746,43,150
