Timestamp,Position,Load
0.002,169,195
0.009,169,165
0.0157,169,135
0.0223,169,120
0.0291,169,90
0.0359,169,60
0.0427,169,0
0.0495,169,0
0.0564,169,45
0.0632,169,105
0.07,169,120
0.0771,169,150
0.0838,169,180
0.0906,168,180
0.0973,166,165
0.1041,164,165
0.1108,163,165
0.1176,161,165
0.1244,160,180
0.131,158,180
0.1378,157,180
0.1446,155,180
0.1514,152,150
0.1581,150,135
0.165,147,120
0.1718,145,120
0.1788,144,120
0.1859,141,105
0.1929,139,105
0.1999,138,135
0.2068,137,135
0.2141,135,135
0.2215,133,135
0.2301,130,120
0.2377,127,90
0.2447,125,90
0.2518,123,90
0.2587,123,120
0.2653,122,135
0.2719,119,105
0.2787,119,120
0.2854,116,105
0.2922,115,120
0.2991,113,135
0.3061,112,135
0.3131,110,135
0.3198,108,135
0.327,106,135
0.3337,105,135
0.3405,103,135
0.3474,101,135
0.3542,100,135
0.3611,96,75
0.3677,95,120
0.3744,95,135
0.3811,94,150
0.3878,92,150
0.3946,91,150
0.4014,90,165
0.4081,88,165
0.4151,84,105
0.4218,82,90
0.4289,81,105
0.4357,79,135
0.4425,78,135
0.4493,76,135
0.4561,73,105
0.463,71,105
0.4698,69,90
0.4766,67,90
0.4834,65,90
0.4902,65,120
0.4969,63,120
0.5037,61,120
0.5105,60,120
0.5173,58,120
0.5243,58,150
0.5311,56,150
0.5378,55,150
0.5447,53,150
0.5514,51,150
0.5582,49,135
0.5649,47,120
0.5717,44,105
0.5785,43,105
0.5854,42,120
0.5921,40,90
0.5989,38,60
0.6057,37,0
0.6124,36,0
0.6192,36,0
0.626,36,0
0.6329,35,0
0.6397,35,0
