Timestamp,Position,Load
0.0021,168,195
0.0091,168,180
0.016,168,150
0.0226,168,120
0.0293,168,105
0.0361,168,75
0.0429,168,0
0.0498,168,0
0.0565,168,0
0.0634,168,90
0.0701,168,120
0.0769,168,135
0.0837,168,165
0.0905,167,180
0.0973,166,180
0.104,164,165
0.1108,162,165
0.1176,162,180
0.1244,160,180
0.1312,158,180
0.138,156,180
0.1448,155,180
0.1516,153,180
0.1585,149,135
0.1652,147,105
0.1721,145,120
0.1793,143,120
0.1865,140,105
0.1934,139,105
0.2002,138,135
0.2071,136,135
0.2141,134,135
0.2209,133,135
0.2278,130,105
0.2345,127,90
0.2412,126,90
0.2479,124,90
0.2547,123,105
0.2614,122,120
0.2681,120,120
0.2747,119,135
0.2815,117,120
0.2883,115,105
0.2952,114,135
0.302,112,135
0.3089,111,135
0.3163,108,105
0.3231,108,165
0.33,105,120
0.3369,104,120
0.3438,102,120
0.3507,100,120
0.3579,99,120
0.3649,96,105
0.3721,95,135
0.3788,94,150
0.3857,93,150
0.3928,92,165
0.3997,90,165
0.4067,89,180
0.4135,87,165
0.4204,83,105
0.4272,81,120
0.4341,79,120
0.4409,78,120
0.4477,76,120
0.4545,73,105
0.4613,72,105
0.468,69,90
0.4748,67,90
0.4816,66,90
0.4883,64,90
0.4952,63,120
0.5019,61,120
0.5087,60,120
0.5155,59,135
0.5223,58,150
0.529,57,150
0.536,55,150
0.5427,53,150
0.5496,52,150
0.5564,50,150
0.5632,47,120
0.57,45,120
0.5768,44,120
0.5835,42,105
0.5903,39,60
0.5971,39,75
0.6039,37,0
0.6106,36,0
0.6174,36,0
0.6241,35,0
0.6309,35,0
0.6377,35,0
