Timestamp,Position,Load
0.0022,171,135
0.0096,171,75
0.0163,171,0
0.023,171,45
0.0297,171,135
0.0369,171,165
0.0441,171,225
0.051,170,270
0.0578,167,255
0.0645,165,255
0.0714,162,255
0.0782,160,300
0.085,159,315
0.0917,156,330
0.0984,151,285
0.1051,148,270
0.1119,145,285
0.1187,140,270
0.1254,136,270
0.1323,134,270
0.139,128,225
0.1458,123,210
0.1525,121,210
0.1596,116,210
0.1663,112,210
0.1733,110,210
0.1805,106,210
0.1877,102,210
0.1947,96,165
0.2015,94,240
0.2085,92,240
0.2158,90,270
0.2227,85,255
0.2297,80,195
0.2369,78,210
0.244,75,240
0.2508,68,150
0.2574,64,180
0.264,63,195
0.2707,59,210
0.2774,56,225
0.2841,54,225
0.2909,50,210
0.2977,46,150
0.3045,44,120
0.3116,41,75
0.3184,38,60
0.3252,37,60
0.3323,36,0
0.3391,35,0
0.3462,34,0
0.353,33,0
0.3599,33,0
0.3667,32,90
0.3734,32,75
0.38,32,75
0.387,32,75
