Timestamp,Position,Load
0.0034,167,200
0.015,167,180
0.0224,167,150
0.0296,167,120
0.0364,167,90
0.0435,167,60
0.0502,167,0
0.0574,167,0
0.0644,167,45
0.071,167,90
0.0781,167,120
0.085,167,150
0.0918,166,165
0.0991,166,180
0.106,164,165
0.1131,162,165
0.1203,161,180
0.1274,159,180
0.1345,158,180
0.1414,156,180
0.1486,154,180
0.1564,151,165
0.1635,148,120
0.1707,146,105
0.1777,145,150
0.1844,142,120
0.191,140,105
0.1979,139,120
0.205,137,120
0.2123,135,120
0.2201,133,120
0.2274,131,120
0.2345,129,105
0.2416,127,105
0.2486,125,105
0.2558,123,105
0.2627,123,120
0.2699,121,135
0.2769,119,135
0.2844,117,135
0.2915,115,135
0.2987,114,135
0.3059,112,135
0.3129,110,135
0.3197,108,135
0.3265,107,135
0.3342,105,135
0.3413,103,135
0.3479,100,120
0.3545,100,135
0.3614,96,75
0.3686,95,120
0.3758,94,135
0.3827,93,135
0.3897,92,150
0.3967,90,150
0.4035,89,165
0.4103,88,165
0.4173,84,105
0.4242,81,90
0.4309,81,105
0.4377,79,135
0.4444,77,135
0.4513,76,150
0.4581,74,120
0.4648,71,105
0.4716,68,90
0.4785,67,90
0.4854,65,90
0.4921,64,120
0.4989,63,120
0.5056,61,120
0.5123,59,120
0.5191,58,120
0.526,58,150
0.5328,55,135
0.5396,54,150
0.5464,53,150
0.5532,51,150
0.56,48,120
0.5668,47,120
0.5736,45,120
0.5803,43,120
0.5873,41,90
0.5941,39,60
0.6008,38,60
0.6076,37,0
0.6144,37,0
0.6213,36,0
0.6282,35,0
0.6349,35,0
0.6417,35,0
