Timestamp,Position,Load
0.0021,169,195
0.0092,169,165
0.016,169,135
0.0229,169,105
0.0297,169,90
0.0365,169,60
0.0433,169,0
0.0501,169,0
0.0568,169,45
0.0637,169,105
0.0709,169,135
0.0778,169,150
0.0847,168,165
0.0916,167,180
0.0984,164,135
0.1055,163,135
0.1121,162,150
0.1188,160,165
0.1257,159,165
0.1326,158,180
0.1394,156,180
0.1463,154,180
0.153,152,165
0.1597,149,135
0.1666,146,120
0.1734,145,120
0.1804,143,120
0.1874,140,105
0.1946,138,105
0.2017,138,120
0.2087,136,135
0.2155,134,135
0.2223,132,135
0.2294,131,135
0.236,128,105
0.2428,125,90
0.2494,124,90
0.2561,123,105
0.2629,122,135
0.2696,120,120
0.2763,119,135
0.283,116,105
0.2901,115,105
0.2969,113,105
0.3036,112,135
0.3106,109,120
0.3175,108,105
0.3242,107,135
0.3311,105,135
0.3379,104,135
0.3458,103,150
0.3532,100,135
0.3602,97,105
0.3668,95,105
0.3735,94,105
0.3803,94,165
0.387,92,150
0.3938,91,150
0.4007,90,165
0.4074,88,165
0.4142,85,135
0.4209,83,120
0.4276,81,120
0.4344,79,120
0.4412,78,120
0.448,76,135
0.4547,73,105
0.4615,72,105
0.4682,68,60
0.475,67,105
0.4818,66,105
0.4887,64,105
0.4954,63,120
0.5022,61,120
0.5089,60,120
0.5156,58,120
0.5224,58,165
0.5291,56,150
0.5358,55,135
0.5426,53,150
0.5493,52,150
0.556,49,120
0.5629,47,120
0.5696,46,120
0.5763,43,105
0.5831,42,105
0.5898,41,105
0.5966,39,75
0.6035,37,0
0.6102,37,45
0.617,36,0
0.6238,35,0
0.6306,35,0
0.6373,35,0
