Timestamp,Position,Load
0.0025,168,195
0.0096,168,165
0.0164,168,150
0.0229,168,120
0.0299,168,90
0.0372,168,60
0.0443,168,0
0.0512,168,0
0.0583,168,45
0.0653,168,105
0.0724,168,120
0.0797,168,150
0.0871,168,180
0.094,167,195
0.1009,166,195
0.1076,165,195
0.1144,163,195
0.1215,161,195
0.1283,161,210
0.1352,159,210
0.1419,158,225
0.1492,156,225
0.1564,155,225
0.1635,151,165
0.1706,148,150
0.1776,146,165
0.1847,145,165
0.1919,142,150
0.1992,140,135
0.2062,138,165
0.2131,136,165
0.2202,135,165
0.2271,132,135
0.2337,129,120
0.2405,128,120
0.2474,125,105
0.2542,124,120
0.261,122,135
0.2678,121,135
0.2747,119,135
0.2816,117,135
0.2886,116,135
0.2957,114,135
0.3026,112,135
0.3102,110,135
0.3171,108,135
0.324,108,150
0.3312,106,150
0.3381,104,150
0.3451,103,165
0.3517,102,165
0.3584,99,135
0.3653,96,120
0.372,95,120
0.3788,94,150
0.3855,93,165
0.3923,93,180
0.399,91,180
0.4057,90,195
0.4125,89,195
0.4193,86,165
0.426,82,120
0.433,81,165
0.4398,80,165
0.4465,78,165
0.4533,76,165
0.46,74,135
0.4669,71,120
0.4737,68,105
0.4807,67,105
0.4875,65,105
0.4942,64,120
0.501,62,135
0.5078,61,135
0.5145,58,105
0.5213,58,165
0.5281,57,165
0.535,56,180
0.5418,54,165
0.5486,53,165
0.5554,51,165
0.5622,48,135
0.569,46,135
0.5758,45,135
0.5825,43,120
0.5893,41,90
0.5961,40,75
0.6029,39,75
0.6097,37,0
0.6165,37,0
0.6232,36,0
0.6299,36,0
0.6367,35,0
0.6435,35,0
0.6502,35,0
