Timestamp,Position,Load
0.0022,180,0
0.0094,180,120
0.0162,180,150
0.0229,178,165
0.0298,176,195
0.0366,176,225
0.0434,174,255
0.0501,172,285
0.0569,169,285
0.0637,165,225
0.0704,160,210
0.0771,155,195
0.0839,152,180
0.0908,149,195
0.0975,144,180
0.1043,142,180
0.111,140,240
0.1179,137,255
0.1248,132,210
0.1316,129,195
0.1383,124,165
0.145,120,180
0.1517,118,180
0.1585,114,180
0.1654,111,210
0.1721,109,210
0.1789,104,180
0.1857,100,180
0.1924,98,180
0.1992,96,240
0.206,91,195
0.2127,88,225
0.2194,87,240
0.2262,82,225
0.2329,77,180
0.2397,76,225
0.2465,71,195
0.2534,67,195
0.2601,65,195
0.267,60,180
0.2737,53,120
0.2806,51,150
0.2873,50,225
0.2941,47,180
0.3008,42,75
0.3076,41,60
0.3145,39,60
0.3211,38,0
0.3278,37,0
0.3346,37,45
0.3416,36,0
0.3485,36,0
0.3553,36,0
0.3621,36,0
