Timestamp,Position,Load
0.0082,182,120
0.0151,182,150
0.0218,182,210
0.0288,180,225
0.0358,176,195
0.0429,175,210
0.0498,174,285
0.0567,170,270
0.0634,166,270
0.07,162,180
0.077,158,210
0.0837,152,165
0.0905,151,180
0.0972,146,195
0.104,142,180
0.1108,141,210
0.1175,139,255
0.1243,135,240
0.1312,130,210
0.1379,126,180
0.1447,122,165
0.1514,118,180
0.1582,116,180
0.165,112,180
0.1718,109,210
0.1786,106,195
0.1854,102,180
0.1921,97,165
0.1991,96,210
0.2058,93,210
0.2125,89,210
0.2193,87,255
0.226,85,255
0.2329,80,210
0.2397,76,210
0.2465,73,195
0.2532,68,180
0.2599,65,210
0.2667,62,195
0.2735,56,150
0.2802,51,105
0.287,50,210
0.2938,48,195
0.3006,44,120
0.3073,41,75
0.3141,40,60
0.3209,38,0
0.3276,37,60
0.3344,37,60
0.3411,36,0
0.3478,36,0
