Timestamp,Position,Load
0.002,182,45
0.0093,182,150
0.0161,182,180
0.0226,182,240
0.0293,178,195
0.0361,177,210
0.0428,175,255
0.0496,173,285
0.0564,169,285
0.0632,166,240
0.07,160,195
0.0767,155,180
0.0835,152,165
0.0903,149,195
0.0971,144,180
0.1039,142,180
0.1107,140,240
0.1174,137,255
0.1241,135,255
0.1308,129,210
0.1376,124,150
0.1444,120,180
0.1511,118,180
0.1579,114,180
0.1647,111,210
0.1715,109,210
0.1782,104,195
0.185,100,180
0.1921,97,165
0.199,95,225
0.2058,91,210
0.2126,88,225
0.2193,87,240
0.2262,82,225
0.233,77,195
0.2398,75,195
0.2465,71,195
0.2533,67,195
0.2602,62,180
0.2669,60,180
0.2736,54,135
0.2804,50,135
0.2872,50,225
0.2941,47,180
0.3008,43,105
0.3075,40,60
0.3143,39,0
0.321,38,0
0.3278,37,0
0.3346,37,45
0.3414,36,0
0.3482,36,0
0.3549,36,0
0.3617,36,0
