Timestamp,Position,Load
0.0078,161,200
0.015,161,200
0.022,161,200
0.0292,161,200
0.0366,161,180
0.0437,161,150
0.0504,161,135
0.0573,161,105
0.0641,161,75
0.0711,161,0
0.078,161,0
0.0849,161,0
0.0918,161,90
0.0986,161,105
0.1054,161,135
0.1121,161,165
0.1189,161,195
0.1257,161,210
0.1325,161,240
0.1393,161,270
0.146,161,285
0.1529,161,315
0.1596,161,345
0.1664,161,360
0.1732,161,390
0.1803,161,420
0.1873,161,450
0.1944,161,465
0.2013,161,495
0.2082,161,525
0.2153,161,555
0.2222,161,570
0.2292,161,600
0.2358,161,630
0.2426,161,645
0.2492,161,675
0.2559,161,705
0.2626,161,720
0.2693,161,750
0.2759,161,780
0.2826,161,795
0.2893,161,825
0.2961,161,855
0.303,161,885
0.3098,161,900
0.3169,161,930
0.3238,161,960
0.3307,161,975
0.3374,161,1000
0.3442,161,1000
0.3512,161,1000
0.3578,161,1000
0.3644,161,1000
0.3714,161,1000
0.3781,161,1000
0.3848,161,1000
0.3915,161,1000
0.3984,161,1000
0.4052,161,1000
0.4119,161,1000
0.4186,161,1000
0.4255,161,1000
0.4323,161,1000
0.4391,161,1000
0.4463,161,1000
0.4532,161,1000
0.4598,161,1000
0.4667,161,1000
0.4734,161,1000
0.4802,161,1000
0.4871,161,1000
0.4938,161,1000
0.5006,161,1000
0.5073,161,1000
0.5141,161,1000
0.5209,161,1000
0.5277,161,1000
0.5345,161,1000
0.5413,161,1000
0.548,161,1000
0.555,161,1000
0.5617,161,1000
0.5685,161,1000
0.5753,161,1000
0.582,161,1000
