Timestamp,Position,Load
0.0082,173,75
0.0152,173,0
0.0222,173,45
0.0297,173,135
0.0364,173,195
0.0433,172,240
0.0501,170,240
0.0569,166,210
0.0636,162,195
0.0706,161,210
0.0774,159,255
0.0842,156,270
0.091,153,255
0.0978,148,210
0.1045,144,210
0.1112,140,210
0.118,139,240
0.1248,136,255
0.1316,132,255
0.1383,130,255
0.1452,125,225
0.152,121,225
0.1588,119,225
0.1655,115,225
0.1722,111,225
0.179,109,225
0.1857,105,225
0.1925,101,225
0.1993,96,225
0.206,95,225
0.2128,93,285
0.2195,90,300
0.2263,87,285
0.2333,82,225
0.2401,78,240
0.2468,76,240
0.2536,69,165
0.2603,65,195
0.2671,64,210
0.2738,59,195
0.2806,57,240
0.2873,53,240
0.2941,51,225
0.3009,47,165
0.3077,43,105
0.3144,42,90
0.3213,39,0
0.3281,37,60
0.3349,36,0
0.3416,36,0
0.3484,36,0
