Timestamp,Position,Load
0.0087,194,45
0.0159,194,150
0.0228,193,195
0.0299,190,180
0.0366,189,195
0.0434,188,255
0.05,185,255
0.0571,182,240
0.0641,177,180
0.073,174,210
0.0805,171,255
0.0877,167,240
0.0948,161,195
0.102,157,195
0.1091,154,180
0.116,150,180
0.1231,146,180
0.1299,143,210
0.1368,141,210
0.1437,139,240
0.1505,136,255
0.1575,134,255
0.1643,128,195
0.1711,123,180
0.178,119,195
0.1849,117,195
0.1917,114,210
0.1985,110,225
0.2055,106,225
0.2124,104,225
0.2194,98,165
0.2263,96,240
0.2331,94,240
0.2399,90,225
0.2467,87,240
0.2536,83,240
0.2605,80,210
0.2672,75,195
0.2739,72,225
0.2805,69,210
0.2873,65,195
0.2943,60,180
0.3015,54,135
0.3081,52,135
0.3148,50,210
0.3217,47,180
0.3285,45,150
0.3355,41,75
0.3424,39,0
0.3495,38,60
0.3566,37,0
0.3635,37,45
0.3703,37,60
