Timestamp,Position,Load
0.0023,167,195
0.0094,167,165
0.0161,168,90
0.0228,168,0
0.0299,168,45
0.0366,168,120
0.0434,168,180
0.0504,168,240
0.0573,167,255
0.0642,164,240
0.0709,162,270
0.0777,160,300
0.0845,159,315
0.0912,156,330
0.098,152,315
0.1047,149,285
0.1115,145,285
0.1183,140,270
0.1252,139,285
0.132,135,315
0.1388,130,270
0.1456,124,210
0.1523,122,240
0.1591,117,225
0.1659,113,225
0.173,111,225
0.1803,107,225
0.1873,103,225
0.1942,99,225
0.2013,96,210
0.2085,94,270
0.2156,91,285
0.2226,88,300
0.2297,82,225
0.2365,81,240
0.2433,78,300
0.2499,73,270
0.2566,69,195
0.2631,65,225
0.2699,61,225
0.2765,59,225
0.2832,56,255
0.2901,53,255
0.2971,51,225
0.3042,47,165
0.3112,43,105
0.318,40,60
0.325,39,0
0.3321,37,60
0.3391,36,0
0.3464,35,0
0.3533,35,0
0.3602,35,0
0.3669,35,0
0.3737,35,0
